ID,Date,Product,Amount,CustomerAge,SalesRegion
513,2025-01-10,Gadgets,1617.8,76.0,NorthWest
514,2025-01-01,Widgets,4558.07,67.0,West
514,2025-01-02,Gadgets,4342.4,80.0,Unknown
516,2025-01-10,Gadgets,1605.53,59.0,East
516,2025-01-12,Widge,51275.69,55.0,NorthEast
517,2025-01-01,Wdgt,479.88,28.0,NorthEast
519,2025-01-14,Widget,2812.41,-1.0,East
520,2025-01-02,Gadgets,3038.51,19.0,Unknown
521,2025-01-11,Widget,2429.9,28.0,SouthWest
522,2025-01-06,Gadget,711.22,3.0,SouthWest
523,2025-01-08,Widgets,33682.83,73.0,NorthWest
524,2025-01-04,Gadget,3472.53,1.0,West
524,2025-01-13,Gadget,3367.14,19.0,East
526,2025-01-11,Gadgets,1678.63,30.0,West
526,2025-01-08,Wdgt,abc,97.0,NorthWest
528,2025-01-07,Wdgt,4730.56,70.0,West
528,2025-01-11,Widget,abc,67.0,Unknown
530,2025-01-14,Widgets,285.16,4.0,SouthWest
530,2025-01-07,Wdgt,3862.22,79.0,NorthEast
531,2025-01-11,Gadgets,4461.58,12.0,SouthEast
533,2025-01-13,Widge,195.35,49.0,NorthWest
534,2025-01-12,Widge,3302.37,47.0,SouthEast
534,2025-01-15,Widge,3895.63,47.0,NorthEast
535,2025-01-06,Widgets,4084.33,62.0,SouthEast
537,2025-01-09,Widge,abc,63.0,Unknown
537,2025-01-06,Widgets,4860.6,45.0,SouthEast
539,2025-01-07,Widge,3931.67,-5.0,West
539,2025-01-04,Widge,3191.67,90.0,SouthWest
540,2025-01-10,Wdgt,abc,15.0,SouthWest
541,2025-01-03,Widget,abc,52.0,East
542,2025-01-06,Gadgets,2025.79,20.0,West
544,2025-01-04,Wdgt,3933.28,29.0,East
545,2025-01-XX,Widge,228.72,18.0,SouthWest
546,2025-01-04,Widget,2356.76,55.0,Unknown
546,2025-01-05,Widget,4237.11,95.0,NorthWest
548,2025-01-XX,Wdgt,4711.89,,NorthEast
548,2025-01-04,Wdgt,950.85,0.0,West
549,2025-01-03,Widgets,2505.32,35.0,West
551,2025-01-14,Gadgets,2943.76,7.0,SouthWest
551,2025-01-03,Gadget,4342.36,80.0,Unknown
552,2025-01-09,Widge,815.37,57.0,NorthEast
554,2025-01-01,Widgets,567.19,,East
555,2025-01-12,Widget,680.3,42.0,NorthWest
556,2025-01-15,Widge,abc,-3.0,SouthEast
556,2025-01-09,Gadget,2851.33,84.0,West
558,2025-01-08,Widget,abc,30.0,NorthWest
559,2025-01-XX,Widget,3451.3,12.0,NorthEast
559,2025-01-12,Gadgets,1338.58,60.0,SouthWest
561,2025-01-02,Wdgt,63.01,79.0,West
561,2025-01-12,Gadgets,2211.43,2.0,NorthEast
562,2025-01-15,Wdgt,4874.36,6.0,Unknown
564,2025-01-15,Widget,2295.46,15.0,NorthEast
564,2025-01-10,Widge,abc,11.0,NorthEast
566,2025-01-13,Wdgt,210.9,10.0,West
567,2025-01-03,Widgets,3352.54,,East
568,2025-01-14,Gadget,2624.53,20.0,NorthWest
569,2025-01-01,Widge,3376.05,100.0,Unknown
569,2025-01-02,Wdgt,abc,,NorthWest
570,2025-01-11,Widgets,567.51,44.0,SouthEast
571,2025-01-06,Gadgets,95559.06,7.0,NorthEast
573,2025-01-13,Gadget,2420.39,8.0,NorthWest
573,2025-01-12,Widge,2130.13,57.0,East
574,2025-01-14,Gadget,4519.09,14.0,NorthWest
576,2025-01-12,Gadgets,13064.89,43.0,East
577,2025-01-14,Gadget,947.96,19.0,NorthEast
577,2025-01-02,Widgets,299.66,3.0,SouthWest
579,2025-01-04,Widgets,1831.71,,West
580,2025-01-12,Widgets,1657.95,81.0,NorthWest
580,2025-01-14,Gadgets,1326.96,,West
581,2025-01-15,Widget,1866.14,13.0,West
583,2025-01-08,Widget,34509.51,16.0,Unknown
583,2025-01-09,Widge,4416.09,69.0,NorthWest
584,2025-01-08,Widge,56438.15,71.0,East
586,2025-01-11,Widge,3866.07,1.0,Unknown
587,2025-01-01,Gadget,3074.83,62.0,SouthWest
587,2025-01-10,Gadgets,2799.01,51.0,West
588,2025-01-01,Widgets,4049.15,55.0,East
590,2025-01-03,Gadgets,85.34,17.0,SouthEast
590,2025-01-02,Widget,1294.53,,West
592,2025-01-08,Widgets,689.04,71.0,SouthWest
592,2025-01-05,Gadget,224.46,91.0,NorthWest
594,2025-01-10,Gadgets,1996.99,91.0,West
595,2025-01-08,Widget,1173.5,-5.0,SouthEast
596,2025-01-06,Wdgt,2982.59,71.0,East
597,2025-01-07,Widge,4637.01,96.0,SouthEast
597,2025-01-04,Widget,2338.16,6.0,West
599,2025-01-04,Wdgt,2853.6,32.0,SouthEast
600,2025-01-09,Wdgt,284.33,16.0,NorthWest
600,2025-01-01,Gadgets,97178.36,11.0,Unknown
601,2025-01-14,Gadget,3762.92,72.0,NorthWest
602,2025-01-10,Gadget,1830.76,8.0,SouthWest
604,2025-01-04,Gadget,3617.67,,East
605,2025-01-03,Gadget,3782.45,47.0,West
605,2025-01-XX,Widgets,319.72,22.0,West
607,2025-01-14,Gadgets,1294.12,81.0,NorthWest
608,2025-01-06,Widge,abc,54.0,Unknown
609,2025-01-09,Gadgets,1206.2,71.0,NorthEast
609,2025-01-03,Gadget,4539.47,47.0,NorthWest
610,2025-01-14,Widget,4918.59,98.0,Unknown
611,2025-01-08,Widget,1866.13,30.0,West
612,2025-01-14,Gadgets,4476.1,25.0,SouthEast
613,2025-01-02,Gadget,4703.58,50.0,SouthWest
614,2025-01-07,Widge,488.8,46.0,NorthWest
616,2025-01-03,Widgets,2694.03,-3.0,NorthWest
617,2025-01-15,Wdgt,276.06,2.0,NorthWest
618,2025-01-14,Gadgets,1266.27,7.0,Unknown
619,2025-01-12,Wdgt,2633.98,33.0,NorthWest
620,2025-01-06,Widgets,1523.12,56.0,East
621,2025-01-05,Widget,4365.17,77.0,West
621,2025-01-04,Wdgt,4565.33,14.0,East
623,2025-01-10,Wdgt,1762.74,5.0,SouthWest
623,2025-01-XX,Gadgets,3649.43,-5.0,SouthEast
624,2025-01-11,Gadgets,1151.7,33.0,East
625,2025-01-06,Widge,2875.36,41.0,SouthWest
626,2025-01-03,Widget,90508.93,49.0,West
628,2025-01-11,Wdgt,4677.01,26.0,NorthEast
628,2025-01-03,Widget,523.26,7.0,SouthWest
629,2025-01-05,Gadget,1696.9,3.0,SouthEast
630,2025-01-12,Widge,947.4,17.0,NorthEast
632,2025-01-15,Wdgt,3083.58,4.0,SouthWest
633,2025-01-02,Widgets,695.86,58.0,SouthWest
633,2025-01-11,Gadget,4811.52,98.0,East
634,2025-01-04,Widget,1367.65,59.0,NorthEast
635,2025-01-06,Widge,832.31,59.0,Unknown
636,2025-01-08,Widgets,1303.44,28.0,Unknown
637,2025-01-15,Wdgt,abc,66.0,Unknown
639,2025-01-XX,Widgets,4432.58,15.0,Unknown
639,2025-01-12,Widge,3578.04,6.0,West
641,2025-01-10,Widgets,1574.63,18.0,West
641,2025-01-01,Widge,3071.6,73.0,SouthEast
642,2025-01-05,Wdgt,2951.92,27.0,NorthEast
644,2025-01-03,Widgets,241.91,22.0,NorthEast
644,2025-01-11,Wdgt,1778.93,-5.0,West
645,2025-01-02,Gadget,2987.55,97.0,SouthEast
647,2025-01-12,Widgets,40796.6,,East
648,2025-01-14,Wdgt,2279.94,46.0,SouthEast
648,2025-01-01,Widgets,3486.97,39.0,NorthWest
650,2025-01-10,Gadgets,1157.24,95.0,East
650,2025-01-XX,Widget,1969.53,30.0,Unknown
652,2025-01-10,Gadget,29.46,,West
652,2025-01-04,Widgets,1596.35,80.0,East
654,2025-01-06,Widge,2650.82,19.0,SouthEast
655,2025-01-02,Widge,1694.49,85.0,NorthEast
656,2025-01-13,Widgets,2151.24,75.0,SouthEast
656,2025-01-03,Widget,1367.98,30.0,SouthWest
657,2025-01-XX,Wdgt,2354.27,,West
658,2025-01-07,Widget,4932.26,78.0,SouthWest
660,2025-01-01,Wdgt,3690.15,62.0,Unknown
660,2025-01-09,Widget,55874.55,36.0,SouthEast
661,2025-01-06,Gadget,254.91,37.0,West
663,2025-01-11,Widge,613.22,57.0,NorthWest
664,2025-01-02,Gadgets,1747.01,46.0,Unknown
664,2025-01-15,Widget,1848.66,7.0,SouthWest
665,2025-01-13,Gadgets,4283.54,63.0,Unknown
667,2025-01-08,Wdgt,1533.99,62.0,West
667,2025-01-13,Gadget,4890.57,24.0,NorthEast
669,2025-01-12,Gadget,3316.04,68.0,West
669,2025-01-05,Widget,4170.39,,SouthEast
671,2025-01-01,Wdgt,893.5,43.0,West
672,2025-01-15,Widgets,3464.48,-2.0,SouthEast
672,2025-01-01,Widgets,43.39,16.0,NorthEast
674,2025-01-09,Gadgets,1665.19,11.0,East
674,2025-01-10,Gadgets,4917.16,93.0,West
675,2025-01-09,Widge,59135.53,73.0,NorthWest
677,2025-01-14,Gadget,4367.94,85.0,SouthEast
677,2025-01-11,Gadget,2062.43,39.0,SouthEast
679,2025-01-04,Gadgets,2379.84,7.0,East
680,2025-01-XX,Widget,389.05,19.0,Unknown
680,2025-01-08,Wdgt,3338.88,37.0,SouthWest
682,2025-01-10,Wdgt,2083.2,14.0,East
682,2025-01-13,Gadget,3397.3,24.0,SouthWest
684,2025-01-15,Wdgt,2506.45,96.0,West
685,2025-01-13,Gadget,1280.77,79.0,West
686,2025-01-02,Widgets,1122.7,,SouthWest
686,2025-01-08,Widgets,92679.18,4.0,West
688,2025-01-12,Widge,3185.85,,NorthEast
688,2025-01-05,Wdgt,4585.74,46.0,West
690,2025-01-13,Widge,62409.0,55.0,East
691,2025-01-08,Wdgt,1071.82,,SouthWest
692,2025-01-05,Widgets,4381.46,17.0,West
692,2025-01-03,Gadgets,2746.68,0.0,Unknown
694,2025-01-08,Gadgets,355.93,89.0,SouthEast
694,2025-01-06,Widge,15342.5,23.0,SouthWest
695,2025-01-05,Wdgt,1651.79,,Unknown
697,2025-01-07,Gadget,242.2,53.0,SouthEast
697,2025-01-11,Widget,4923.13,,West
698,2025-01-05,Wdgt,1601.23,6.0,West
700,2025-01-15,Widge,4303.24,-5.0,NorthWest
701,2025-01-09,Widget,4874.05,,SouthWest
701,2025-01-06,Widget,2731.46,12.0,NorthWest
702,2025-01-03,Widgets,1993.46,6.0,East
704,2025-01-15,Widget,723.22,80.0,East
705,2025-01-03,Widget,3746.89,50.0,NorthEast
706,2025-01-XX,Gadgets,2075.32,64.0,Unknown
706,2025-01-09,Widge,1905.43,19.0,SouthWest
708,2025-01-02,Gadget,4136.54,78.0,SouthEast
708,2025-01-13,Gadgets,1913.24,56.0,West
710,2025-01-11,Widge,1129.52,55.0,NorthWest
710,2025-01-08,Widge,215.47,82.0,NorthEast
712,2025-01-07,Gadget,473.41,89.0,NorthWest
713,2025-01-10,Gadget,4063.05,43.0,NorthEast
714,2025-01-10,Widget,2960.56,63.0,West
714,2025-01-XX,Wdgt,3555.33,100.0,SouthEast
716,2025-01-02,Gadget,2984.19,77.0,East
717,2025-01-03,Widget,1721.96,33.0,East
718,2025-01-10,Widget,4184.49,26.0,SouthEast
718,2025-01-08,Gadgets,2529.79,25.0,East
719,2025-01-14,Widgets,1818.69,12.0,NorthWest
720,2025-01-15,Widgets,2901.64,48.0,East
721,2025-01-05,Widge,3472.93,44.0,Unknown
722,2025-01-15,Widget,4689.56,-2.0,SouthWest
724,2025-01-02,Widget,abc,76.0,West
724,2025-01-06,Gadgets,2034.64,61.0,Unknown
725,2025-01-05,Widgets,3502.18,56.0,SouthEast
726,2025-01-11,Widge,3152.35,93.0,SouthEast
728,2025-01-15,Wdgt,4695.11,4.0,Unknown
728,2025-01-04,Gadget,2010.4,,West
730,2025-01-13,Widge,2912.67,67.0,Unknown
731,2025-01-03,Wdgt,4326.98,10.0,SouthWest
732,2025-01-10,Widge,1230.11,71.0,NorthEast
732,2025-01-03,Widge,1247.78,53.0,Unknown
733,2025-01-07,Gadget,685.57,89.0,Unknown
735,2025-01-11,Widgets,abc,88.0,East
735,2025-01-XX,Gadgets,2709.2,6.0,SouthEast
736,2025-01-13,Widge,2623.58,59.0,SouthEast
738,2025-01-14,Gadget,3819.84,76.0,Unknown
738,2025-01-10,Widge,4431.49,68.0,NorthWest
739,2025-01-14,Gadget,2597.69,9.0,Unknown
741,2025-01-15,Widgets,266.52,20.0,NorthEast
742,2025-01-14,Gadget,218.09,52.0,Unknown
742,2025-01-08,Gadget,3572.48,21.0,SouthWest
744,2025-01-03,Widgets,42.66,99.0,SouthWest
744,2025-01-05,Gadget,831.19,78.0,SouthEast
745,2025-01-02,Wdgt,4838.69,30.0,NorthEast
746,2025-01-03,Gadget,696.87,9.0,Unknown
748,2025-01-03,Gadget,4034.11,68.0,NorthEast
749,2025-01-08,Gadgets,3224.47,91.0,West
749,2025-01-07,Gadget,4274.93,54.0,NorthEast
751,2025-01-13,Gadget,4741.56,40.0,NorthEast
751,2025-01-10,Wdgt,4973.36,96.0,NorthEast
753,2025-01-10,Wdgt,3651.7,95.0,SouthEast
753,2025-01-04,Widge,2747.58,98.0,SouthEast
755,2025-01-13,Widget,1207.09,,SouthEast
756,2025-01-10,Widget,3602.95,42.0,SouthEast
756,2025-01-02,Widget,3678.32,23.0,NorthEast
757,2025-01-02,Widget,2860.32,46.0,SouthEast
758,2025-01-06,Wdgt,1628.94,52.0,West
759,2025-01-XX,Gadgets,4819.13,10.0,West
760,2025-01-15,Gadget,2010.32,99.0,SouthWest
761,2025-01-01,Gadget,49139.89,2.0,Unknown
763,2025-01-07,Widge,2139.4,28.0,NorthEast
763,2025-01-XX,Gadget,abc,11.0,East
764,2025-01-14,Widget,4514.11,,East
766,2025-01-15,Widgets,abc,12.0,SouthEast
767,2025-01-02,Widget,1462.67,9.0,SouthEast
767,2025-01-01,Gadgets,2299.48,62.0,NorthEast
768,2025-01-XX,Wdgt,3802.28,7.0,West
770,2025-01-08,Wdgt,4879.29,99.0,SouthEast
771,2025-01-03,Widge,4309.39,64.0,SouthEast
772,2025-01-13,Gadgets,4215.47,40.0,NorthWest
773,2025-01-11,Widget,abc,37.0,SouthWest
773,2025-01-08,Gadget,3866.06,82.0,East
774,2025-01-05,Gadget,1778.96,33.0,East
775,2025-01-07,Widgets,3491.37,51.0,East
777,2025-01-11,Widgets,3451.32,,NorthWest
778,2025-01-13,Gadgets,4772.71,46.0,SouthWest
778,2025-01-01,Widgets,4206.48,66.0,SouthWest
779,2025-01-09,Widget,645.16,95.0,Unknown
781,2025-01-01,Wdgt,3819.0,86.0,West
781,2025-01-15,Widgets,625.16,77.0,SouthWest
783,2025-01-XX,Gadget,2596.17,,West
783,2025-01-02,Widget,4301.45,3.0,East
784,2025-01-14,Widgets,1254.76,32.0,Unknown
785,2025-01-08,Wdgt,2238.3,8.0,NorthWest
787,2025-01-14,Widge,2326.5,96.0,Unknown
787,2025-01-05,Widgets,3078.84,98.0,SouthEast
788,2025-01-XX,Widge,1732.47,54.0,NorthWest
789,2025-01-07,Widgets,1280.79,35.0,NorthWest
790,2025-01-11,Widgets,3494.59,53.0,Unknown
791,2025-01-05,Gadget,2954.64,40.0,SouthEast
792,2025-01-08,Wdgt,379.56,,Unknown
793,2025-01-11,Widget,4251.27,5.0,East
794,2025-01-XX,Widgets,839.71,,West
796,2025-01-02,Wdgt,1265.41,78.0,SouthWest
796,2025-01-12,Widget,1509.93,97.0,SouthWest
798,2025-01-15,Widge,3230.02,21.0,NorthWest
798,2025-01-12,Wdgt,2819.56,,SouthEast
799,2025-01-07,Gadgets,1772.49,23.0,SouthEast
800,2025-01-10,Gadget,1253.67,19.0,Unknown
802,2025-01-06,Widget,2913.75,50.0,West
803,2025-01-10,Gadget,2802.77,38.0,Unknown
803,2025-01-07,Widgets,2170.4,-5.0,East
804,2025-01-01,Widget,345.16,,SouthEast
806,2025-01-11,Widge,4536.35,32.0,Unknown
807,2025-01-XX,Widge,995.98,99.0,Unknown
807,2025-01-13,Widge,794.24,2.0,SouthWest
808,2025-01-04,Widge,3001.92,,Unknown
809,2025-01-07,Widgets,4256.49,53.0,Unknown
810,2025-01-13,Gadgets,1080.55,,SouthWest
812,2025-01-10,Widge,541.01,54.0,NorthEast
813,2025-01-10,Widge,2266.58,32.0,West
813,2025-01-10,Widgets,3841.97,11.0,NorthEast
815,2025-01-01,Gadget,2761.14,90.0,NorthWest
815,2025-01-11,Gadget,4241.56,93.0,East
816,2025-01-14,Gadget,4542.35,97.0,East
817,2025-01-15,Gadgets,4093.05,1.0,West
819,2025-01-05,Widget,28074.21,91.0,SouthEast
820,2025-01-05,Widge,2394.52,30.0,West
821,2025-01-05,Wdgt,3588.16,1.0,East
822,2025-01-11,Wdgt,1102.23,95.0,SouthEast
823,2025-01-14,Wdgt,26.74,,NorthEast
824,2025-01-14,Wdgt,57.76,,NorthWest
825,2025-01-XX,Widgets,4633.99,24.0,NorthWest
825,2025-01-13,Widge,441.22,78.0,SouthWest
827,2025-01-04,Widge,3120.37,,East
828,2025-01-10,Widge,332.2,63.0,NorthEast
829,2025-01-01,Widgets,3956.0,29.0,West
829,2025-01-09,Gadgets,211.77,,West
830,2025-01-09,Widgets,2634.96,90.0,West
832,2025-01-08,Gadgets,262.9,90.0,NorthEast
832,2025-01-06,Wdgt,1980.48,69.0,SouthWest
833,2025-01-04,Widgets,4590.86,79.0,West
834,2025-01-08,Widgets,1825.79,12.0,SouthWest
835,2025-01-14,Widget,49766.88,35.0,SouthEast
836,2025-01-XX,Widget,144.35,-2.0,East
838,2025-01-01,Gadgets,2270.07,33.0,West
839,2025-01-XX,Widgets,1258.22,,East
839,2025-01-09,Gadget,1348.31,98.0,SouthWest
841,2025-01-06,Gadgets,4655.35,,West
842,2025-01-03,Widgets,3818.87,0.0,SouthEast
842,2025-01-08,Widgets,936.3,65.0,SouthWest
844,2025-01-05,Wdgt,1586.2,76.0,SouthWest
844,2025-01-09,Widget,3607.65,15.0,Unknown
846,2025-01-07,Gadget,1232.12,88.0,SouthWest
846,2025-01-11,Gadget,3932.94,,Unknown
847,2025-01-09,Wdgt,4876.38,-1.0,NorthEast
848,2025-01-XX,Widgets,55.29,46.0,East
849,2025-01-13,Wdgt,3737.4,-4.0,NorthWest
851,2025-01-XX,Wdgt,4782.25,39.0,NorthWest
851,2025-01-07,Widge,2111.06,100.0,West
852,2025-01-12,Gadget,3575.99,92.0,SouthWest
853,2025-01-01,Widget,361.02,29.0,West
854,2025-01-05,Widge,2044.15,93.0,SouthEast
855,2025-01-02,Gadget,2505.73,,West
856,2025-01-01,Widgets,2834.03,69.0,Unknown
857,2025-01-08,Widgets,3284.53,35.0,NorthEast
859,2025-01-12,Widge,1177.2,89.0,Unknown
859,2025-01-06,Wdgt,5258.17,95.0,Unknown
861,2025-01-06,Widget,2332.12,-4.0,NorthEast
861,2025-01-14,Gadgets,4706.52,12.0,SouthEast
862,2025-01-07,Widgets,4278.78,,East
864,2025-01-04,Widgets,3575.64,,NorthWest
865,2025-01-04,Gadgets,4349.23,89.0,West
865,2025-01-12,Widget,1305.93,87.0,Unknown
866,2025-01-12,Widget,3004.31,,SouthWest
868,2025-01-07,Widget,1680.84,39.0,West
869,2025-01-04,Widge,4239.07,76.0,SouthEast
870,2025-01-13,Gadgets,2634.56,,NorthWest
871,2025-01-11,Widge,2491.37,7.0,SouthWest
871,2025-01-15,Widge,1156.96,44.0,East
873,2025-01-09,Gadgets,1739.09,,SouthWest
874,2025-01-02,Widge,2622.3,14.0,East
874,2025-01-XX,Wdgt,4261.01,76.0,SouthEast
875,2025-01-09,Gadget,187.69,85.0,NorthEast
877,2025-01-15,Wdgt,727.48,-5.0,SouthWest
877,2025-01-02,Gadget,2820.25,92.0,NorthEast
879,2025-01-06,Widge,1767.5,,Unknown
880,2025-01-12,Widge,2432.49,0.0,West
881,2025-01-12,Gadgets,3156.11,77.0,SouthWest
881,2025-01-08,Widgets,1370.56,24.0,East
883,2025-01-11,Gadget,abc,,NorthEast
884,2025-01-10,Gadget,1443.91,13.0,Unknown
885,2025-01-14,Widge,4624.49,88.0,West
886,2025-01-13,Wdgt,1160.56,49.0,NorthEast
887,2025-01-12,Widgets,1255.28,79.0,West
888,2025-01-03,Wdgt,1846.22,32.0,SouthWest
888,2025-01-10,Widge,1612.66,36.0,SouthWest
890,2025-01-12,Wdgt,1160.89,29.0,NorthWest
891,2025-01-03,Widgets,2952.81,54.0,SouthWest
892,2025-01-08,Widge,4819.24,64.0,NorthEast
893,2025-01-05,Wdgt,4760.92,71.0,East
893,2025-01-06,Widge,2449.85,4.0,NorthWest
894,2025-01-14,Widgets,1590.27,45.0,NorthWest
896,2025-01-15,Gadgets,2134.17,54.0,Unknown
897,2025-01-14,Wdgt,96.72,81.0,SouthEast
897,2025-01-03,Gadget,771.52,86.0,West
899,2025-01-04,Widgets,3158.85,94.0,East
899,2025-01-02,Gadgets,4362.11,71.0,SouthWest
901,2025-01-13,Widget,4270.23,10.0,SouthEast
901,2025-01-05,Widget,3681.6,44.0,West
902,2025-01-11,Gadgets,3175.67,59.0,Unknown
903,2025-01-07,Widge,4832.82,75.0,SouthEast
904,2025-01-14,Gadgets,4027.17,4.0,Unknown
906,2025-01-06,Gadgets,4799.74,,SouthWest
906,2025-01-06,Widget,1788.53,,SouthWest
908,2025-01-02,Widge,3527.19,,NorthEast
908,2025-01-XX,Gadgets,3876.81,-2.0,SouthEast
910,2025-01-13,Widge,720.09,51.0,SouthEast
911,2025-01-12,Gadgets,4121.15,92.0,West
911,2025-01-05,Widget,4696.82,81.0,SouthEast
912,2025-01-11,Gadgets,4323.09,90.0,West
913,2025-01-03,Widge,612.63,31.0,West
914,2025-01-08,Gadget,2112.33,92.0,NorthEast
915,2025-01-01,Gadgets,1803.83,-2.0,NorthWest
916,2025-01-01,Wdgt,1153.27,52.0,West
918,2025-01-09,Wdgt,4381.71,,NorthEast
918,2025-01-15,Gadgets,4002.92,88.0,NorthWest
919,2025-01-15,Widget,4694.5,74.0,SouthEast
921,2025-01-04,Widgets,1148.95,-4.0,West
921,2025-01-03,Widge,73528.09,61.0,East
923,2025-01-07,Wdgt,1167.56,41.0,SouthWest
923,2025-01-13,Widgets,34417.17,1.0,NorthEast
925,2025-01-06,Widget,706.37,7.0,East
926,2025-01-13,Wdgt,3206.71,60.0,NorthWest
926,2025-01-11,Wdgt,abc,69.0,SouthWest
927,2025-01-05,Gadget,291.09,,NorthEast
928,2025-01-05,Wdgt,984.47,20.0,NorthWest
930,2025-01-13,Widgets,3025.39,78.0,NorthWest
930,2025-01-07,Gadget,1812.21,29.0,NorthWest
931,2025-01-04,Gadget,775.13,71.0,Unknown
932,2025-01-09,Widge,3700.34,94.0,East
934,2025-01-04,Widge,593.51,17.0,SouthEast
934,2025-01-10,Widge,2763.32,34.0,East
935,2025-01-04,Gadget,2350.08,1.0,West
937,2025-01-02,Wdgt,4898.9,-2.0,West
938,2025-01-06,Gadget,2863.77,50.0,SouthEast
938,2025-01-04,Widget,1810.44,42.0,Unknown
940,2025-01-04,Gadget,4078.66,83.0,NorthWest
940,2025-01-XX,Widge,2180.71,47.0,NorthEast
941,2025-01-04,Gadget,3332.43,92.0,East
943,2025-01-14,Widget,927.99,76.0,Unknown
943,2025-01-10,Gadget,1727.69,5.0,NorthEast
944,2025-01-03,Widget,4539.28,88.0,East
946,2025-01-14,Gadgets,2197.44,37.0,NorthWest
947,2025-01-15,Widge,2009.48,,West
947,2025-01-02,Widget,543.5,50.0,SouthWest
948,2025-01-12,Widgets,abc,91.0,SouthWest
950,2025-01-01,Widgets,4516.06,66.0,West
951,2025-01-12,Wdgt,2193.39,,East
952,2025-01-05,Gadgets,abc,39.0,NorthEast
953,2025-01-15,Gadget,511.42,35.0,SouthEast
954,2025-01-10,Gadget,3550.35,,NorthEast
955,2025-01-13,Widge,1026.81,30.0,SouthWest
955,2025-01-09,Widget,2289.19,75.0,SouthEast
957,2025-01-02,Widgets,2633.54,99.0,SouthWest
957,2025-01-10,Widget,1305.05,34.0,West
958,2025-01-10,Widgets,3630.38,26.0,SouthWest
960,2025-01-07,Widgets,3.57,52.0,Unknown
961,2025-01-01,Gadget,521.39,,SouthEast
962,2025-01-10,Widget,2448.77,43.0,NorthEast
963,2025-01-12,Widget,1354.27,33.0,East
963,2025-01-12,Gadget,608.12,96.0,NorthWest
964,2025-01-XX,Gadgets,3161.71,87.0,West
965,2025-01-13,Wdgt,129.32,-5.0,SouthEast
966,2025-01-14,Gadgets,3852.59,58.0,NorthWest
968,2025-01-13,Gadgets,2933.75,57.0,SouthWest
968,2025-01-11,Gadget,837.95,55.0,West
970,2025-01-10,Gadgets,455.87,82.0,SouthEast
971,2025-01-09,Wdgt,4187.57,33.0,NorthWest
972,2025-01-15,Widgets,1816.66,64.0,NorthWest
973,2025-01-15,Widge,2247.09,,NorthEast
974,2025-01-14,Widgets,3071.59,60.0,NorthWest
974,2025-01-14,Gadgets,2259.69,78.0,NorthWest
975,2025-01-13,Widge,1522.39,72.0,East
977,2025-01-11,Wdgt,232.55,86.0,NorthEast
978,2025-01-XX,Widgets,3819.89,46.0,East
978,2025-01-02,Widge,3391.07,63.0,West
979,2025-01-01,Widget,4685.86,23.0,SouthEast
980,2025-01-12,Gadget,1570.1,,SouthWest
982,2025-01-07,Wdgt,1003.12,16.0,NorthWest
983,2025-01-10,Gadgets,884.42,1.0,SouthWest
984,2025-01-08,Gadgets,3834.45,,West
984,2025-01-XX,Widgets,2876.28,63.0,NorthEast
985,2025-01-09,Gadgets,687.15,11.0,SouthWest
986,2025-01-02,Gadget,1032.68,52.0,SouthWest
987,2025-01-01,Gadget,513.24,96.0,SouthEast
989,2025-01-04,Gadgets,4899.64,4.0,SouthEast
990,2025-01-03,Gadgets,16113.91,-2.0,West
990,2025-01-11,Widget,3937.66,-1.0,NorthEast
992,2025-01-13,Widget,3317.32,30.0,SouthWest
992,2025-01-10,Gadgets,29208.49,87.0,Unknown
994,2025-01-06,Widge,abc,53.0,East
994,2025-01-14,Widget,4589.36,37.0,SouthWest
995,2025-01-05,Widge,abc,6.0,East
997,2025-01-XX,Widgets,209.2,50.0,SouthEast
997,2025-01-07,Widge,4949.62,33.0,NorthWest
999,2025-01-XX,Gadget,252.06,22.0,Unknown
